date,act360_years,true_discount_factor,log_linear_discount_factor,linear_continuous_zero_discount_factor,log_linear_error,linear_continuous_zero_error
2027-07-30,0.875,0.937926122626457,0.9379614911515018,0.9379123133457148,3.536852504482102e-05,-1.3809280742238528e-05
2027-08-06,0.8944444444444445,0.936658015689979,0.9366947710952741,0.9366433294489399,3.675540529513022e-05,-1.4686241039063574e-05
2027-08-13,0.9138888888888889,0.9353936975243812,0.935429761748618,0.935378930187228,3.6064224236853626e-05,-1.4767337153220872e-05
2027-08-20,0.9333333333333333,0.9341331140954389,0.9341664608012149,0.9341191016239965,3.334670577603838e-05,-1.4012471442392815e-05
2027-08-27,0.9527777777777777,0.9328762122821763,0.9329048659458659,0.9328638298834656,2.8653663689537368e-05,-1.2382398710708564e-05
2027-09-03,0.9722222222222222,0.9316229398617245,0.931644974878488,0.9316131011504063,2.2035016763455317e-05,-9.838711318210791e-06
2027-09-10,0.9916666666666667,0.9303732454944451,0.9303867852981103,0.9303669016698898,1.3539803665141292e-05,-6.343824555332667e-06
2027-09-17,1.011111111111111,0.9291270787093173,0.9291302949068687,0.9291252177470383,3.2161975513922414e-06,-1.8609622790544122e-06
2027-09-24,1.0305555555555554,0.9278843898895798,0.9278880084716986,0.9278811455698963,3.6185821188361444e-06,-3.2443196834597288e-06
2027-10-01,1.05,0.9266451302586246,0.9266786096105922,0.926623793670725,3.347935196762464e-05,-2.13365878996008e-05
2027-10-08,1.0694444444444444,0.9254092518661376,0.9254707870664465,0.9253700750571987,6.153520030882653e-05,-3.9176808938945484e-05
2027-10-15,1.0888888888888888,0.9241767075744806,0.9242645387847074,0.9241199795888023,8.783121022681861e-05,-5.672798567823989e-05
2027-10-22,1.1083333333333334,0.9229474510453097,0.9230598627134989,0.9228734971613787,0.00011241166818920512,-7.395388393105495e-05
2027-10-29,1.1277777777777778,0.9217214367264276,0.9218567568036193,0.921630617706995,0.00013532007719174732,-9.081901943264192e-05
2027-11-05,1.1472222222222221,0.9204986198388624,0.9206552190085381,0.9203913311938104,0.00015659916967569742,-0.00010728864505193947
2027-11-12,1.1666666666666667,0.9192789563641706,0.9194552472843918,0.919155627625944,0.0001762909202212004,-0.00012332873822651358
2027-11-19,1.1861111111111111,0.9180624030319599,0.9182568395899809,0.9179234970433424,0.00019443655802109383,-0.00013890598861743264
2027-11-26,1.2055555555555555,0.9168489173076254,0.917059993886767,0.9166949295216492,0.00021107657914154476,-0.0001539877859761951
2027-12-03,1.225,0.9156384573802993,0.9158647081388677,0.9154699151720744,0.0002262507585684137,-0.00016854220822482002
2027-12-10,1.2444444444444445,0.9144309821510047,0.9146709803130549,0.9142484441412642,0.00023999816205022562,-0.00018253800974055157
2027-12-17,1.2638888888888888,0.9132264512210153,0.9134788083787505,0.9130305066111714,0.0002523571577351946,-0.00019594460984395656
2027-12-24,1.2833333333333334,0.9120248248804118,0.9122881903080228,0.9118160927989267,0.00026336542761096204,-0.0002087320814850857
2027-12-31,1.3027777777777778,0.9108260640968354,0.9110991240755832,0.9106051929567105,0.00027305997874782495,-0.00022087114012492304
2028-01-07,1.3222222222222222,0.9096301305044324,0.9099116076587833,0.9093977973716243,0.0002814771543508954,-0.00023233313280812684
2028-01-14,1.3416666666666666,0.9084369863929868,0.9087256390376105,0.9081938963655641,0.0002886526446237436,-0.0002430900274226211
2028-01-21,1.3611111111111112,0.9072465946972379,0.9075412161946854,0.9069934802950935,0.00029462149744752253,-0.0002531144021443721
2028-01-28,1.3805555555555555,0.9060589189863791,0.9063583371152578,0.9057965395513168,0.00029941812887868124,-0.0002623794350623543
2028-02-04,1.4,0.9048739234537339,0.9051769997872037,0.9046030645597541,0.00030307633346982055,-0.0002708588939797085
2028-02-11,1.4194444444444445,0.903691572906607,0.9039972022010215,0.9034130457802156,0.00030562929441457776,-0.0002785271263913147
2028-02-18,1.4388888888888889,0.9025118327563063,0.9028189423498291,0.9022264737066769,0.00030710959352275857,-0.00028535904962945224
2028-02-25,1.4583333333333333,0.9013346690083331,0.9016422182293595,0.9010433388671549,0.00030754922102638194,-0.0002913301411782143
2028-03-03,1.4777777777777779,0.9001600482527374,0.9004670278379587,0.8998636318235844,0.00030697958522130087,-0.00029641642915301247
2028-03-10,1.4972222222222222,0.8989879376546345,0.8992933691765813,0.8986873431716946,0.00030543152194684176,-0.00030059448293984214
2028-03-17,1.5166666666666666,0.8978183049448812,0.8981212402487876,0.8975144635408865,0.0003029353039063487,-0.00030384140399475346
